City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
385,Walvis Bay,NA,2022-05-30 15:05:30,-22.9575,14.5053,62.1,43,0,23.49
386,General Bravo,MX,2022-05-30 15:05:30,25.8,-99.1667,84.88,56,0,19.01
387,Soyo,AO,2022-05-30 15:04:18,-6.1349,12.3689,78.04,76,32,11.39
388,Touros,BR,2022-05-30 15:03:05,-5.1989,-35.4608,82.89,75,21,12.3
389,Turinsk,RU,2022-05-30 15:05:30,58.0458,63.696,53.33,81,48,6.06
390,Dikson,RU,2022-05-30 15:05:31,73.5069,80.5464,30.06,93,95,4.97
391,Vardo,NO,2022-05-30 15:03:11,70.3705,31.1107,46.38,66,0,5.75
392,Odweyne,SO,2022-05-30 15:05:31,9.4092,45.064,89.69,22,80,12.01
393,Mizdah,LY,2022-05-30 15:05:32,31.4451,12.9801,97.9,12,95,4.83
394,Maumere,ID,2022-05-30 15:05:32,-8.6199,122.2111,80.49,78,100,2.86
395,Morlaix,FR,2022-05-30 15:05:32,48.5833,-4.0,64.45,62,75,9.22
396,Asfi,MA,2022-05-30 15:05:33,32.2994,-9.2372,68.45,70,16,10.94
397,Kloulklubed,PW,2022-05-30 15:05:33,7.0419,134.2556,73.9,76,96,9.8
398,Hamilton,US,2022-05-30 15:05:28,39.1834,-84.5333,83.73,62,0,16.11
399,Ankazobe,MG,2022-05-30 15:05:33,-18.3167,47.1167,58.78,58,0,5.59
400,Codrington,AU,2022-05-30 15:05:34,-38.2667,141.9667,50.36,73,100,24.49
401,Lubu,CN,2022-05-30 15:05:34,23.1742,112.2809,78.87,92,100,1.77
402,Valentin Gomez Farias,MX,2022-05-30 15:05:34,28.2167,-106.5833,71.73,24,0,8.63
403,Caravelas,BR,2022-05-30 15:05:35,-17.7125,-39.2481,85.14,58,9,4.52
404,Karlskoga,SE,2022-05-30 15:05:35,59.3267,14.5239,59.4,47,55,11.88
405,Eureka,US,2022-05-30 15:05:35,40.8021,-124.1637,53.74,85,25,5.01
406,Ilebo,CD,2022-05-30 15:05:36,-4.3167,20.5833,91.96,38,22,2.68
407,Bud,US,2022-05-30 15:05:36,39.447,-86.1758,81.41,61,2,12.37
408,Doha,QA,2022-05-30 15:05:36,25.2867,51.5333,104.31,4,0,10.36
409,Nadym,RU,2022-05-30 15:05:37,65.5333,72.5167,47.39,53,36,17.85
410,Plainview,US,2022-05-30 15:05:37,40.7765,-73.4673,84.47,62,0,8.05
411,Goya,AR,2022-05-30 15:06:37,-29.14,-59.2626,54.34,38,0,9.4
412,Olafsvik,IS,2022-05-30 15:06:38,64.8945,-23.7142,51.6,67,84,8.77
413,Vila Velha,BR,2022-05-30 15:06:38,-20.3297,-40.2925,84.15,76,20,10.36
414,Aloleng,PH,2022-05-30 15:06:38,16.1307,119.7824,83.25,78,47,11.59
415,Winnemucca,US,2022-05-30 15:04:13,40.973,-117.7357,42.85,52,0,3.44
416,Okhotsk,RU,2022-05-30 15:06:39,59.3833,143.3,38.53,87,100,3.71
417,Lata,PT,2022-05-30 15:06:39,40.1629,-8.3327,73.08,45,100,8.14
418,Gizo,SB,2022-05-30 15:06:40,-8.103,156.8419,81.84,77,16,6.42
419,Homer,US,2022-05-30 15:06:40,59.6425,-151.5483,46.29,87,0,0.0
420,Duluth,US,2022-05-30 15:04:06,46.7833,-92.1066,61.09,97,20,11.5
421,Kushmurun,KZ,2022-05-30 15:06:40,52.4503,64.6311,70.79,61,94,8.21
422,Horta,PT,2022-05-30 15:04:07,38.5333,-28.6333,60.44,88,75,31.07
423,San Cristobal,VE,2022-05-30 15:06:41,7.7669,-72.225,82.58,48,94,8.84
424,Moranbah,AU,2022-05-30 15:06:41,-22.0016,148.0466,63.61,60,93,11.92
425,Kirakira,SB,2022-05-30 15:06:42,-10.4544,161.9205,80.01,84,28,5.88
426,Puerto Maldonado,PE,2022-05-30 15:06:42,-12.6,-69.1833,86.4,66,20,4.61
427,Khor,RU,2022-05-30 15:06:42,47.8861,134.9464,58.41,67,100,8.63
428,Saint-Leu,RE,2022-05-30 15:02:58,-21.15,55.2833,72.46,62,13,7.25
429,Arcachon,FR,2022-05-30 15:06:43,44.5875,-1.0519,79.41,35,0,10.36
430,Mangrol,IN,2022-05-30 15:06:43,21.1167,70.1167,82.18,82,2,12.91
431,Green Valley,US,2022-05-30 15:06:43,31.8543,-110.9937,77.45,19,0,1.01
432,Leh,IN,2022-05-30 15:06:44,34.1667,77.5833,55.24,35,99,8.81
433,Umarkot,PK,2022-05-30 15:06:44,25.3616,69.7362,96.89,32,7,24.14
434,Kokoda,PG,2022-05-30 15:06:44,-8.8785,147.7407,74.01,95,65,0.43
435,Klaeng,TH,2022-05-30 15:06:45,12.7797,101.6483,87.94,98,100,5.64
436,Honiara,SB,2022-05-30 15:06:45,-9.4333,159.95,77.14,86,5,4.25
437,Cabedelo,BR,2022-05-30 15:06:45,-6.9811,-34.8339,84.87,81,32,11.81
438,Mahebourg,MU,2022-05-30 15:06:46,-20.4081,57.7,71.26,94,75,6.91
439,Evensk,RU,2022-05-30 15:06:46,61.95,159.2333,39.63,86,100,3.02
440,Laela,TZ,2022-05-30 15:06:46,-8.5667,32.05,68.67,53,93,3.13
441,Predivinsk,RU,2022-05-30 15:06:47,57.0669,93.4378,52.29,87,76,7.67
442,Chumikan,RU,2022-05-30 15:06:47,54.7183,135.315,33.12,98,100,5.21
443,Tongliao,CN,2022-05-30 15:06:47,43.6125,122.2653,57.51,34,83,4.29
444,Turka,UA,2022-05-30 15:06:48,49.1541,23.0297,60.93,53,77,9.31
445,Harper,LR,2022-05-30 15:06:48,4.375,-7.7169,82.76,72,100,7.76
446,Awbari,LY,2022-05-30 15:06:48,26.5921,12.7805,103.17,9,57,7.67
447,Provideniya,RU,2022-05-30 15:06:49,64.3833,-173.3,37.81,89,80,1.41
448,Pisco,PE,2022-05-30 15:06:49,-13.7,-76.2167,66.25,68,0,6.91
449,Jawhar,SO,2022-05-30 15:06:49,2.7809,45.5005,81.86,58,60,17.49
450,Tirschenreuth,DE,2022-05-30 15:06:50,49.8825,12.3331,64.6,56,74,3.0
451,Aykhal,RU,2022-05-30 15:06:50,66.0,111.5,44.67,50,84,9.93
452,Lagoa,PT,2022-05-30 15:03:09,39.05,-27.9833,60.55,82,88,40.49
453,Coria,ES,2022-05-30 15:06:51,39.9879,-6.5377,72.45,33,100,8.77
454,Cervo,ES,2022-05-30 15:06:51,43.6702,-7.4101,62.01,81,100,4.05
455,Ilulissat,GL,2022-05-30 15:06:51,69.2167,-51.1,39.22,75,40,5.75
456,Srednekolymsk,RU,2022-05-30 15:06:51,67.45,153.6833,51.94,67,100,8.77
457,Det Udom,TH,2022-05-30 15:06:52,14.906,105.0784,79.68,82,99,7.43
458,Abu Dhabi,AE,2022-05-30 15:06:24,24.4667,54.3667,89.62,53,0,11.5
459,Maragogi,BR,2022-05-30 15:03:04,-9.0122,-35.2225,80.8,79,30,8.37
460,Hami,CN,2022-05-30 15:07:53,42.8,93.45,86.16,15,0,14.36
461,Glotovka,RU,2022-05-30 15:07:53,53.9491,46.7042,61.84,59,9,4.5
462,Luwuk,ID,2022-05-30 15:07:53,-0.9516,122.7875,78.75,87,92,1.07
463,Mayo,US,2022-05-30 15:07:53,38.8876,-76.5119,86.29,67,91,4.0
464,Ambulu,ID,2022-05-30 15:07:54,-8.345,113.6058,76.62,86,37,3.13
465,Cabatuan,PH,2022-05-30 15:07:54,10.8794,122.486,77.25,82,100,2.42
466,Khasan,RU,2022-05-30 15:07:54,42.4308,130.6434,49.93,98,100,8.59
467,Seddon,AU,2022-05-30 15:07:55,-37.8068,144.8916,51.53,91,0,10.36
468,Tura,IN,2022-05-30 15:06:03,25.5198,90.2201,74.21,91,1,4.12
469,Camacari,BR,2022-05-30 15:07:55,-12.6975,-38.3242,78.57,74,69,4.85
470,Beringovskiy,RU,2022-05-30 15:07:56,63.05,179.3167,35.56,86,64,7.14
471,Accra,GH,2022-05-30 15:07:56,5.556,-0.1969,83.17,71,81,10.76
472,Jinchang,CN,2022-05-30 15:07:56,38.4953,102.1739,71.47,14,51,6.22
473,Knysna,ZA,2022-05-30 15:07:57,-34.0363,23.0471,59.34,50,95,4.83
474,Ayan,RU,2022-05-30 15:07:57,56.45,138.1667,34.72,96,100,15.86
475,Kanniyakumari,IN,2022-05-30 15:07:57,8.0833,77.5667,80.71,83,91,18.81
476,Raseiniai,LT,2022-05-30 15:07:58,55.3736,23.1217,49.17,97,100,12.21
477,Ulladulla,AU,2022-05-30 15:07:58,-35.35,150.4667,50.77,66,81,13.09
478,Bilibino,RU,2022-05-30 15:07:58,68.0546,166.4372,45.81,68,100,2.51
479,Jardim,BR,2022-05-30 15:07:59,-21.4803,-56.1381,72.52,81,89,6.44
480,Sorong,ID,2022-05-30 15:07:59,-0.8833,131.25,81.09,79,100,5.88
481,Atar,MR,2022-05-30 15:07:59,20.5169,-13.0499,104.7,12,6,6.6
482,Sajanan,TN,2022-05-30 15:08:00,37.0573,9.2426,84.33,35,95,9.46
483,Bereda,ES,2022-05-30 15:08:00,43.2686,-7.5406,64.58,77,100,1.99
484,Kaseda,JP,2022-05-30 15:08:00,31.4167,130.3167,69.55,90,100,10.31
485,Mahina,PF,2022-05-30 15:08:01,-17.5065,-149.489,73.17,78,20,4.61
486,Yantal,RU,2022-05-30 15:08:01,56.8471,105.2542,52.95,47,84,3.83
487,Verkhniy Ufaley,RU,2022-05-30 15:08:01,56.0567,60.2306,54.73,63,49,9.6
488,Shingu,JP,2022-05-30 15:08:02,33.7333,135.9833,65.48,95,100,9.89
489,Mufulira,ZM,2022-05-30 15:08:02,-12.5498,28.2407,71.2,45,0,3.56
490,Weligama,LK,2022-05-30 15:08:02,5.9667,80.4167,77.92,89,100,12.28
491,Cape Coast,GH,2022-05-30 15:08:03,5.1053,-1.2466,82.63,74,35,8.95
492,Airai,TL,2022-05-30 15:08:03,-8.9266,125.4092,60.71,93,100,1.05
493,Nagato,JP,2022-05-30 15:08:03,34.3833,131.2,64.2,90,85,6.44
494,Nha Trang,VN,2022-05-30 15:08:00,12.25,109.1833,84.2,83,68,2.55
495,Iquitos,PE,2022-05-30 15:08:04,-3.7481,-73.2472,82.44,83,75,4.61
496,Leua,SK,2022-05-30 15:08:04,48.2156,18.6071,70.21,46,57,4.09
497,Tanda,IN,2022-05-30 15:08:05,26.55,82.65,103.15,15,74,3.15
498,Salta,AR,2022-05-30 15:08:05,-24.7859,-65.4117,50.58,81,94,5.01
499,Vila Do Maio,CV,2022-05-30 15:08:05,15.1333,-23.2167,83.19,83,13,14.41
500,Svetlyy,RU,2022-05-30 15:08:06,54.675,20.1347,53.65,85,100,6.87
501,Yanam,IN,2022-05-30 15:08:06,16.7333,82.2167,86.88,68,100,3.85
502,Wanning,CN,2022-05-30 15:08:06,18.8003,110.3967,80.74,88,67,4.0
503,Krasnyy Oktyabr,RU,2022-05-30 15:08:07,56.1167,38.8833,64.85,50,67,5.01
504,Unity,CA,2022-05-30 15:08:08,52.4501,-109.1682,50.25,79,100,17.29
505,Pacific Grove,US,2022-05-30 15:08:08,36.6177,-121.9166,55.51,82,40,14.0
506,Moscow,RU,2022-05-30 15:04:52,55.7522,37.6156,66.63,41,74,8.12
507,Bonavista,CA,2022-05-30 15:09:11,48.6499,-53.1147,50.29,76,100,8.72
508,Bonanza,NI,2022-05-30 15:09:12,14.0289,-84.591,72.7,98,100,1.68
509,Oktyabrskiy,RU,2022-05-30 15:09:12,54.4815,53.471,58.89,69,19,9.53
510,Abu Samrah,SY,2022-05-30 15:09:12,35.3029,37.1841,95.65,13,3,21.65
511,Garwolin,PL,2022-05-30 15:09:13,51.8975,21.6147,58.05,89,100,5.99
512,Vestmanna,FO,2022-05-30 15:09:13,62.1564,-7.1664,45.52,81,100,11.5
513,Byron Bay,AU,2022-05-30 15:09:14,-28.65,153.6167,58.95,61,74,17.36
514,Isangel,VU,2022-05-30 15:09:14,-19.55,169.2667,76.68,87,3,6.22
515,Micheweni,TZ,2022-05-30 15:09:14,-4.9667,39.8333,79.88,71,75,11.7
516,Faya,SA,2022-05-30 15:09:15,18.3851,42.4509,77.52,30,62,7.07
517,Port Moresby,PG,2022-05-30 15:09:15,-9.4431,147.1797,74.88,86,35,5.73
518,Shrigonda,IN,2022-05-30 15:09:15,18.6167,74.6833,87.46,43,56,18.16
519,Kingsville,US,2022-05-30 15:08:19,27.5159,-97.8561,86.09,72,75,18.41
520,Rio Grande,BR,2022-05-30 15:09:16,-32.035,-52.0986,51.91,53,48,17.67
521,Port Lincoln,AU,2022-05-30 15:09:17,-34.7333,135.8667,55.98,69,100,22.73
522,Saurimo,AO,2022-05-30 15:09:17,-9.6608,20.3916,83.26,26,0,6.42
523,Krasnyye Baki,RU,2022-05-30 15:09:18,57.131,45.1599,60.37,60,71,8.61
524,Miles City,US,2022-05-30 15:09:18,46.4083,-105.8406,54.57,82,100,16.11
525,Zhuhai,CN,2022-05-30 15:09:18,22.2769,113.5678,83.86,89,40,8.05
526,Clonakilty,IE,2022-05-30 15:09:19,51.6231,-8.8706,58.08,61,92,10.42
527,Biltine,TD,2022-05-30 15:09:19,14.5333,20.9167,102.81,7,4,6.24
528,Alice,US,2022-05-30 15:09:19,27.7523,-98.0697,85.57,70,75,24.16
529,Pyapon,MM,2022-05-30 15:09:20,16.2833,95.6833,80.06,86,99,7.07
530,Asau,RO,2022-05-30 15:09:20,46.4333,26.4,74.32,67,32,2.33
531,Miami,US,2022-05-30 15:08:22,25.7743,-80.1937,86.02,81,75,5.99
532,Bakhtiyarpur,IN,2022-05-30 15:07:11,25.4667,85.5167,87.82,40,3,15.66
533,Hope,US,2022-05-30 15:09:21,33.6671,-93.5916,80.65,67,20,13.04
534,Benjamin Aceval,PY,2022-05-30 15:09:21,-24.9667,-57.5667,62.74,71,100,10.89
535,Svetlogorsk,BY,2022-05-30 15:09:22,52.6333,29.7333,53.92,98,100,9.75
536,Omagari,JP,2022-05-30 15:09:23,39.45,140.4833,54.59,71,100,6.93
537,Kangshan,CN,2022-05-30 15:09:23,28.8812,116.4311,72.63,86,100,4.88
538,Esso,RU,2022-05-30 15:09:23,55.9333,158.7,31.41,94,43,2.13
539,Tateyama,JP,2022-05-30 15:09:24,34.9833,139.8667,69.1,90,100,7.54
540,Angra Dos Reis,BR,2022-05-30 15:09:24,-23.0067,-44.3181,79.21,59,5,4.74
541,Shwebo,MM,2022-05-30 15:09:24,22.5667,95.7,88.56,54,72,11.7
542,Xai-Xai,MZ,2022-05-30 15:09:25,-25.0519,33.6442,69.31,66,100,17.96
543,Lekoni,GA,2022-05-30 15:09:25,-1.5843,14.2591,82.87,60,100,3.94
544,Tripoli,LY,2022-05-30 15:09:25,32.8752,13.1875,86.32,42,92,15.77
545,Lucapa,AO,2022-05-30 15:09:26,-8.4192,20.7447,86.31,23,0,6.85
546,Bonfim,BR,2022-05-30 15:09:26,3.0833,-59.95,86.25,58,23,7.65
547,Bandarbeyla,SO,2022-05-30 15:09:26,9.4942,50.8122,81.43,77,56,29.86
548,Mitu,CO,2022-05-30 15:09:27,1.1983,-70.1733,82.38,71,83,2.3
549,Zabol,AF,2022-05-30 15:09:27,32.25,67.25,68.7,7,0,13.15
550,Jacareacanga,BR,2022-05-30 15:09:27,-6.2222,-57.7528,89.31,55,65,3.24
551,Povarovo,RU,2022-05-30 15:09:28,56.0667,37.05,65.82,49,97,5.03
552,Huejuquilla El Alto,MX,2022-05-30 15:10:28,22.6,-103.8667,68.14,51,4,1.97
553,Yarmouth,US,2022-05-30 15:10:29,41.7057,-70.2286,82.15,61,0,11.99
554,Miri,MY,2022-05-30 15:10:29,4.4148,114.0089,80.01,78,40,2.93
555,Lovozero,RU,2022-05-30 15:10:29,68.005,35.0117,54.66,52,8,13.76
556,Saint-Pierre,RE,2022-05-30 15:10:30,-21.3393,55.4781,73.08,60,20,13.8
557,Kachug,RU,2022-05-30 15:10:30,53.9606,105.8817,50.23,47,65,5.59
558,Imperia,IT,2022-05-30 15:10:30,43.9667,7.7833,67.95,72,75,5.06
559,Miramar,US,2022-05-30 15:10:31,25.9873,-80.2323,86.02,75,0,6.91
560,Lompoc,US,2022-05-30 15:10:31,34.6391,-120.4579,60.62,82,0,23.0
561,Gashua,NG,2022-05-30 15:08:14,12.871,11.0482,105.33,6,1,11.27
562,Rocha,UY,2022-05-30 15:07:27,-34.4833,-54.3333,50.58,61,16,18.9
563,Yekaterinoslavka,RU,2022-05-30 15:10:32,50.3734,129.1139,52.18,97,100,8.61
564,Mildura,AU,2022-05-30 15:10:32,-34.2,142.15,49.06,93,10,13.6
565,Puerto Narino,CO,2022-05-30 15:10:32,-3.7703,-70.3831,85.96,64,41,1.61
566,Mana,GF,2022-05-30 15:10:33,5.6592,-53.7767,80.58,84,44,9.04
567,Fengzhen,CN,2022-05-30 15:10:33,40.4394,113.1536,58.55,18,35,4.18
568,Luanda,AO,2022-05-30 15:08:42,-8.8368,13.2343,77.0,73,20,8.05
569,Gimli,CA,2022-05-30 15:10:34,50.6336,-96.9907,57.06,95,99,13.09
570,Piacabucu,BR,2022-05-30 15:10:34,-10.4056,-36.4344,79.63,85,26,10.36
571,Belgrade,RS,2022-05-30 15:08:06,44.804,20.4651,72.34,63,20,6.91
572,Longkou,CN,2022-05-30 15:10:35,37.6508,120.3286,67.82,39,0,16.15
573,Penzance,GB,2022-05-30 15:06:55,50.1186,-5.5371,60.12,55,20,11.5
574,Nara,JP,2022-05-30 15:07:02,34.6851,135.8049,64.96,89,100,7.07
575,Batagay-Alyta,RU,2022-05-30 15:10:36,67.8006,130.4114,31.93,98,100,3.09
576,Alofi,NU,2022-05-30 15:10:36,-19.0595,-169.9187,67.89,94,40,1.14
577,Maldonado,UY,2022-05-30 15:10:36,-34.6667,-54.9167,48.22,63,41,20.31
578,San Ramon,US,2022-05-30 15:06:05,37.7799,-121.978,60.39,73,0,1.99
579,Alice Springs,AU,2022-05-30 15:10:37,-23.7,133.8833,53.15,40,100,4.61
580,Kashima,JP,2022-05-30 15:10:37,33.1061,130.0906,68.72,94,98,3.74
